"Sample","intercept","slope","sd_intercept","sd_Rank","tval_intercept","tval_Rank","pval_intercept","pval_Rank","rsquare","rsquare_adj","F_value","df_num","df_den","Biomol","Species","Site","Slide","Type","SdmWtr","Family","funct_trait","funct_category","funct_process","n"
"Sdmt_C",0.523783707671163,0.17455302777823,0.586664102921065,0.0993673303586007,0.892817039704979,1.75664403127564,0.412858559212541,0.139324465428058,0.3816,0.258,3.0858,1,5,"Sc","Sdmt","C",529804,"S","Sdmt",NA,"gcdB","Organic Remediation","Aromatic compound degradation",81
"SphoSpen_1",0.870557440812231,0.0643337837195168,0.2965170664375,0.0458751003302951,2.93594379329167,1.40236824020703,0.0218388509639868,0.203562730409099,0.2193,0.1078,1.9666,1,7,"21","SphoSpen","F",529804,"F","F12","Tetraodontiform","gcdB","Organic Remediation","Aromatic compound degradation",81
"SphoTest_1",0.776589440756302,0.160037803128509,0.720123864527181,0.111283248153885,1.07841092207963,1.43811225663727,0.322284551319756,0.200445722865351,0.2563,0.1324,2.0682,1,6,"10","SphoTest","F",529810,"F","F13","Tetraodontiform","gcdB","Organic Remediation","Aromatic compound degradation",81
"SphoTest_2",0.0793909269900069,0.215269871346126,0.268897881665571,0.0439108401997294,0.295245639341799,4.90243116203121,0.777756550988126,0.0027042478511366,0.8002,0.7669,24.0338,1,6,"11","SphoTest","F",529810,"F","F14","Tetraodontiform","gcdB","Organic Remediation","Aromatic compound degradation",81
"SphoTest_3",1.52288546709111,0.0341856409913983,1.36976887300687,0.211921307712487,1.11178279569759,0.161312901285877,0.30295191769633,0.87640405263273,0.0037,-0.1386,0.026,1,7,"12","SphoTest","F",529810,"F","F15","Tetraodontiform","gcdB","Organic Remediation","Aromatic compound degradation",81
"SynoFoet_2",0.332057598841108,0.294617656662517,1.09894879604577,0.177111635228345,0.302159299901793,1.66345737976319,0.777590187130782,0.171554023575322,0.4089,0.2611,2.7671,1,4,"43","SynoFoet","F",529804,"F","F16","Aulopiform","gcdB","Organic Remediation","Aromatic compound degradation",81
"SynoFoet_3",0.437365328942273,0.19042618068314,1.2111023700393,0.185308047382626,0.361129942242686,1.02761959544016,0.73275951798161,0.351249581446778,0.1744,0.0092,1.056,1,5,"44","SynoFoet","F",529804,"F","F17","Aulopiform","gcdB","Organic Remediation","Aromatic compound degradation",81
"UrobJama_1",0.0296101986983106,0.335973217363078,0.491509909390478,0.0772333311000872,0.0602433402309839,4.35010652237293,0.954851624616898,0.0121560684217721,0.8255,0.7819,18.9234,1,4,"29","UrobJama","F",529810,"F","F18","Rajiform","gcdB","Organic Remediation","Aromatic compound degradation",81
"Wtr_A",1.02419300765974,-0.0294079500223053,0.217127585822983,0.0354567862899114,4.71701006474015,-0.829402579857409,0.0032680971754869,0.438621085875369,0.1029,-0.0467,0.6879,1,6,"WA","Wtr","A",529804,"W","Wtr",NA,"gcdB","Organic Remediation","Aromatic compound degradation",81
"Wtr_B",0.937057482333029,0.0314728745252574,0.492840021832113,0.0806598823410482,1.90134210052494,0.390192417987705,0.0990104147714171,0.707995642394224,0.0213,-0.1185,0.1523,1,7,"WB","Wtr","B",529804,"W","Wtr",NA,"gcdB","Organic Remediation","Aromatic compound degradation",81
"Wtr_C",0.785764917308566,0.0788520985702118,0.532635900924987,0.0815428859971145,1.47523836816856,0.96700156740837,0.183652669465906,0.365756870066598,0.1178,-0.0082,0.9351,1,7,"WC","Wtr","C",529804,"W","Wtr",NA,"gcdB","Organic Remediation","Aromatic compound degradation",81
"AcanQuad_1",1.36962476656726,-0.0900188193809928,0.355937751200591,0.050211826465581,3.84793341517574,-1.79278121744284,0.0613844921442363,0.214874479759472,0.6164,0.4246,3.2141,1,2,"20","AcanQuad","F",529804,"F","F1","Tetraodontiform","gdh","Nitrogen","Ammonia assimilation",132
"ArioFeli_2",1.16631030137098,-0.108732410654553,0.269424563778344,0.0604977653176361,4.32889371709444,-1.79729631472612,0.0123604741672424,0.146699222013963,0.4468,0.3085,3.2303,1,4,"16","ArioFeli","F",529804,"F","F2","Siluriform","gdh","Nitrogen","Ammonia assimilation",132
"ChaeFabe_1",1.12100466395346,-0.0340185550883509,0.785015790138186,0.123353330787828,1.42800269502366,-0.275781406720698,0.289471022266953,0.808598421593549,0.0366,-0.445,0.0761,1,2,"8","ChaeFabe","F",529804,"F","F3","Perciform","gdh","Nitrogen","Ammonia assimilation",132
"ChilShoe_1",0.407982191478216,0.0407975335999051,0.284904165688351,0.0506821766122713,1.4319979860333,0.804968064256875,0.24755613534468,0.479723655881868,0.1776,-0.0965,0.648,1,3,"13","ChilShoe","F",529810,"F","F4","Tetraodontiform","gdh","Nitrogen","Ammonia assimilation",132
"GimnMicr_1",0.711232601056593,0.00178042647308522,0.232595011474749,0.0423249958879915,3.05781536993026,0.042065602978366,0.055087703815698,0.969089509888156,6e-04,-0.3325,0.0018,1,3,"18","GimnMicr","F",529810,"F","F6","Rajiform","gdh","Nitrogen","Ammonia assimilation",132
"GimnMicr_2",0.337594848658489,0.115996906779082,0.307985590219066,0.056865608250322,1.09613845381,2.03984289183129,0.334582516589824,0.110963434548738,0.5099,0.3873,4.161,1,4,"19","GimnMicr","F",529810,"F","F7","Rajiform","gdh","Nitrogen","Ammonia assimilation",132
"HaemBona",0.657079258243101,0.0229994903882661,0.32073560520269,0.0589523766927811,2.04866328397765,0.390136779524996,0.132934643771188,0.722486241965674,0.0483,-0.269,0.1522,1,3,"7","HaemBona","F",529810,"F","F8","Perciform","gdh","Nitrogen","Ammonia assimilation",132
"OpsaBeta_1",0.947768695438223,-0.0507496193390667,0.298557069027997,0.051094885244852,3.1744975877605,-0.993242652290327,0.0246900443727206,0.36619641162697,0.1648,-0.0022,0.9865,1,5,"22","OpsaBeta","F",529804,"F","F9","Batrachoidiform","gdh","Nitrogen","Ammonia assimilation",132
"OrthChry_2",0.639947191337486,0.00799411104241719,0.280488710910629,0.045601390237417,2.28154348622391,0.175304108072079,0.0846423486869153,0.869356959311135,0.0076,-0.2405,0.0307,1,4,"39","OrthChry","F",529804,"F","F10","Perciform","gdh","Nitrogen","Ammonia assimilation",132
"PrioPunc_1",0.817464853337594,-0.000196197825474171,0.541513226064421,0.0942653530623023,1.5095935131238,-0.00208133549708872,0.191528743951217,0.998419823612131,0,-0.2,0,1,5,"35","PrioPunc","F",529810,"F","F11","Scorpaeniform","gdh","Nitrogen","Ammonia assimilation",132
"Sdmt_A",0.646775792203136,0.0291372061449133,0.392306856741062,0.0620291604501568,1.64864768761876,0.469734007899821,0.143209196714997,0.652826329350255,0.0306,-0.1079,0.2207,1,7,"Sa","Sdmt","A",529810,"S","Sdmt",NA,"gdh","Nitrogen","Ammonia assimilation",132
"Sdmt_B",0.64972795773895,-0.0193932094757519,0.183549034304576,0.0307341242328316,3.53980591726139,-0.630999254406449,0.00947232746192601,0.548082110884544,0.0538,-0.0813,0.3982,1,7,"Sb","Sdmt","B",529810,"S","Sdmt",NA,"gdh","Nitrogen","Ammonia assimilation",132
"Sdmt_C",0.904998117320409,-0.0567015933962401,0.151965574596145,0.0272389609119183,5.95528375242537,-2.08163569747004,0.00100311068940708,0.0825477938778991,0.4193,0.3226,4.3332,1,6,"Sc","Sdmt","C",529804,"S","Sdmt",NA,"gdh","Nitrogen","Ammonia assimilation",132
"SphoSpen_1",1.31577828093259,-0.112201487774893,0.427887526773492,0.0714802432749863,3.07505640758983,-1.56968530931339,0.0371097288132509,0.191573424731103,0.3812,0.2265,2.4639,1,4,"21","SphoSpen","F",529804,"F","F12","Tetraodontiform","gdh","Nitrogen","Ammonia assimilation",132
"SphoTest_1",0.946891363094408,-0.0176415264663633,0.386049412118686,0.0595687175408094,2.45277245184173,-0.296154209703732,0.0914534655043216,0.786430050533221,0.0284,-0.2955,0.0877,1,3,"10","SphoTest","F",529810,"F","F13","Tetraodontiform","gdh","Nitrogen","Ammonia assimilation",132
"SphoTest_2",0.771697152913217,-0.0481751866044815,0.196558980568169,0.0339602194154603,3.92603355330072,-1.41857701256635,0.00774800794185414,0.205814230511074,0.2512,0.1263,2.0124,1,6,"11","SphoTest","F",529810,"F","F14","Tetraodontiform","gdh","Nitrogen","Ammonia assimilation",132
"SphoTest_3",0.848301672570199,-0.000681586784717584,0.557112291940181,0.100060321456745,1.52267628060392,-0.00681175889498043,0.225210752818271,0.99499269228752,0,-0.3333,0,1,3,"12","SphoTest","F",529810,"F","F15","Tetraodontiform","gdh","Nitrogen","Ammonia assimilation",132
"SynoFoet_2",1.26433593136575,-0.0895974473597002,0.224157004560497,0.039833745027975,5.64040340316256,-2.24928505458817,0.00486378234393576,0.0877146080461023,0.5585,0.4481,5.0593,1,4,"43","SynoFoet","F",529804,"F","F16","Aulopiform","gdh","Nitrogen","Ammonia assimilation",132
"SynoFoet_3",0.301786021772464,0.0546412651515582,0.0846808371489989,0.0154092560343331,3.56380536533267,3.54600280700203,0.0377178513807209,0.0381995264143343,0.8074,0.7432,12.5741,1,3,"44","SynoFoet","F",529804,"F","F17","Aulopiform","gdh","Nitrogen","Ammonia assimilation",132
"UrobJama_1",0.902797362795812,-0.0444714219975408,0.336133611594489,0.0578901880501205,2.68582888367899,-0.768203101344879,0.0435153473491557,0.477061138809804,0.1056,-0.0733,0.5901,1,5,"29","UrobJama","F",529810,"F","F18","Rajiform","gdh","Nitrogen","Ammonia assimilation",132
"Wtr_A",0.711140565482043,3.84402859928283e-05,0.00191788487859842,0.000260509095943515,370.794187606162,0.147558325568652,4.32574208027119e-08,0.89205054517591,0.0072,-0.3237,0.0218,1,3,"WA","Wtr","A",529804,"W","Wtr",NA,"gdh","Nitrogen","Ammonia assimilation",132
"Wtr_B",0.65334676070332,0.00096147960349269,0.136449556676874,0.0230094652998147,4.78819262308423,0.0417862645204726,0.00872308160998261,0.968671696802049,4e-04,-0.2495,0.0017,1,4,"WB","Wtr","B",529804,"W","Wtr",NA,"gdh","Nitrogen","Ammonia assimilation",132
"Wtr_C",0.851322173777294,-0.0314214128145918,0.29844228467484,0.046854381135568,2.85255212646837,-0.670618457720685,0.0357167219981141,0.532188759531366,0.0825,-0.101,0.4497,1,5,"WC","Wtr","C",529804,"W","Wtr",NA,"gdh","Nitrogen","Ammonia assimilation",132
"AcanQuad_1",1.10963453236186,-0.0222823322904604,0.11884734593482,0.0191539841135494,9.33663704169224,-1.16332623846639,1.41357252810028e-05,0.27821912716873,0.1447,0.0378,1.3533,1,8,"20","AcanQuad","F",529804,"F","F1","Tetraodontiform","glnA","Nitrogen","Nitrogen fixation",1253
"ArioFeli_2",1.0506371011106,-0.00961974033882111,0.116790324903726,0.0188224651566816,8.99592583526646,-0.511077601087034,1.85929712928792e-05,0.623099200768073,0.0316,-0.0894,0.2612,1,8,"16","ArioFeli","F",529804,"F","F2","Siluriform","glnA","Nitrogen","Nitrogen fixation",1253
"ChaeFabe_1",0.914479739335273,0.00037806191372998,0.109053678424313,0.0175755916771501,8.38559278832537,0.0215106222694907,3.10693993876878e-05,0.983365170040609,1e-04,-0.1249,5e-04,1,8,"8","ChaeFabe","F",529804,"F","F3","Perciform","glnA","Nitrogen","Nitrogen fixation",1253
"ChilShoe_1",0.786123854942011,0.0205965649114964,0.108463815293617,0.0174805266258808,7.24779828935515,1.17825768938804,8.82424882159638e-05,0.272551164236989,0.1479,0.0414,1.3883,1,8,"13","ChilShoe","F",529810,"F","F4","Tetraodontiform","glnA","Nitrogen","Nitrogen fixation",1253
"ChilShoe_2",0.959609826204241,0.00169745775173955,0.139129945937573,0.0224228210840213,6.89721985973322,0.0757022385978532,0.000124878262868815,0.941514874188792,7e-04,-0.1242,0.0057,1,8,"14","ChilShoe","F",529810,"F","F5","Tetraodontiform","glnA","Nitrogen","Nitrogen fixation",1253
"GimnMicr_1",0.922895419329041,0.00352653000939901,0.110093780607769,0.0177432193220224,8.38281158330861,0.198753672904329,3.11443442498627e-05,0.84741363667438,0.0049,-0.1195,0.0395,1,8,"18","GimnMicr","F",529810,"F","F6","Rajiform","glnA","Nitrogen","Nitrogen fixation",1253
"GimnMicr_2",1.1658392128938,-0.0300448793482077,0.2086079665046,0.0336202179776088,5.58866102972195,-0.893655102659289,0.00051704249211649,0.397592846795643,0.0908,-0.0229,0.7986,1,8,"19","GimnMicr","F",529810,"F","F7","Rajiform","glnA","Nitrogen","Nitrogen fixation",1253
"HaemBona",0.872425682330076,0.014788693308314,0.211323310203268,0.0340578352391305,4.12839303667402,0.434222938847349,0.00330576214701223,0.675599919558941,0.023,-0.0991,0.1885,1,8,"7","HaemBona","F",529810,"F","F8","Perciform","glnA","Nitrogen","Nitrogen fixation",1253
"OpsaBeta_1",1.02860712908132,-0.00504481201962304,0.112893429384179,0.0181944235770698,9.11131085920816,-0.277272429008465,1.69284917288972e-05,0.788600930680171,0.0095,-0.1143,0.0769,1,8,"22","OpsaBeta","F",529804,"F","F9","Batrachoidiform","glnA","Nitrogen","Nitrogen fixation",1253
"OrthChry_2",1.03122974172745,-0.0122704092937724,0.176637209137612,0.0284676638848883,5.83812293435897,-0.431029723527333,0.000387969175123591,0.67782545743018,0.0227,-0.0995,0.1858,1,8,"39","OrthChry","F",529804,"F","F10","Perciform","glnA","Nitrogen","Nitrogen fixation",1253
"PrioPunc_1",1.06652842673158,-0.0228180448371434,0.192205386682537,0.0309767028796333,5.5488997740378,-0.736619546819036,0.000541672329810136,0.482393443796224,0.0635,-0.0535,0.5426,1,8,"35","PrioPunc","F",529810,"F","F11","Scorpaeniform","glnA","Nitrogen","Nitrogen fixation",1253
"Sdmt_A",0.981658688812415,-0.0142209964855443,0.135659660956515,0.0218635340181315,7.23618710153697,-0.650443632477294,8.92448370703419e-05,0.533636105149533,0.0502,-0.0685,0.4231,1,8,"Sa","Sdmt","A",529810,"S","Sdmt",NA,"glnA","Nitrogen","Nitrogen fixation",1253
"Sdmt_B",1.20203915636705,-0.0484433282257903,0.115053312532316,0.0185425202651459,10.447670996256,-2.6125536083058,6.11523810213556e-06,0.0310070483222727,0.4604,0.3929,6.8254,1,8,"Sb","Sdmt","B",529810,"S","Sdmt",NA,"glnA","Nitrogen","Nitrogen fixation",1253
"Sdmt_C",0.952031645044474,-0.00184273335716158,0.104523526968095,0.0168454916623634,9.10830004172241,-0.109390298252835,1.69697539044428e-05,0.915587109598023,0.0015,-0.1233,0.012,1,8,"Sc","Sdmt","C",529804,"S","Sdmt",NA,"glnA","Nitrogen","Nitrogen fixation",1253
"SphoSpen_1",0.823878832383873,0.0135247386730257,0.169030597317706,0.0272417473883069,4.87414021755676,0.496471040577633,0.00123348146743343,0.632914717279123,0.0299,-0.0914,0.2465,1,8,"21","SphoSpen","F",529804,"F","F12","Tetraodontiform","glnA","Nitrogen","Nitrogen fixation",1253
"SphoTest_1",1.03722581810142,-0.0109868108427372,0.0701761334481394,0.0113099079718041,14.7803215585815,-0.971432382131459,4.32015217357209e-07,0.359784041151514,0.1055,-0.0063,0.9437,1,8,"10","SphoTest","F",529810,"F","F13","Tetraodontiform","glnA","Nitrogen","Nitrogen fixation",1253
"SphoTest_2",0.968541592727231,-0.00536233692435075,0.10090171343196,0.0162617835585963,9.59886170199022,-0.329750848363501,1.15131110187529e-05,0.750056643074685,0.0134,-0.1099,0.1087,1,8,"11","SphoTest","F",529810,"F","F14","Tetraodontiform","glnA","Nitrogen","Nitrogen fixation",1253
"SphoTest_3",1.29791114238525,-0.0480936516430003,0.154607967546183,0.024917330134001,8.39485288491066,-1.93012860464428,3.0821310937605e-05,0.0897028591030046,0.3177,0.2324,3.7254,1,8,"12","SphoTest","F",529810,"F","F15","Tetraodontiform","glnA","Nitrogen","Nitrogen fixation",1253
"SynoFoet_2",1.03503499155837,-0.0161875391319016,0.219093727564399,0.0353101513890626,4.72416532898754,-0.458438678258278,0.00149411869675833,0.658834173588759,0.0256,-0.0962,0.2102,1,8,"43","SynoFoet","F",529804,"F","F16","Aulopiform","glnA","Nitrogen","Nitrogen fixation",1253
"SynoFoet_3",0.943451342992452,0.0119592422171451,0.099340060325341,0.0160101003715653,9.49718914909682,0.746981089411863,1.24594739372496e-05,0.476452942142839,0.0652,-0.0516,0.558,1,8,"44","SynoFoet","F",529804,"F","F17","Aulopiform","glnA","Nitrogen","Nitrogen fixation",1253
"UrobJama_1",0.839469256040543,0.0138050471029059,0.0905245280991614,0.014589348709973,9.27339002663434,0.946241492841212,1.48639172911878e-05,0.371725286665782,0.1007,-0.0118,0.8954,1,8,"29","UrobJama","F",529810,"F","F18","Rajiform","glnA","Nitrogen","Nitrogen fixation",1253
"Wtr_A",0.875829595678296,0.0159129726552129,0.147643924560416,0.0237949729819228,5.93203952201845,0.668753550058751,0.000348938413977527,0.522477949398628,0.0529,-0.0654,0.4472,1,8,"WA","Wtr","A",529804,"W","Wtr",NA,"glnA","Nitrogen","Nitrogen fixation",1253
"Wtr_B",0.917211128391021,0.00379654819309058,0.147928642092681,0.0238408593670747,6.20036198139619,0.159245442231574,0.000259325851338063,0.877422444652052,0.0032,-0.1214,0.0254,1,8,"WB","Wtr","B",529804,"W","Wtr",NA,"glnA","Nitrogen","Nitrogen fixation",1253
"Wtr_C",0.893370458102506,0.00711936893543756,0.0790780681684666,0.012744584656183,11.2973227443959,0.558619141188225,3.39089321348174e-06,0.591709533276711,0.0375,-0.0828,0.3121,1,8,"WC","Wtr","C",529804,"W","Wtr",NA,"glnA","Nitrogen","Nitrogen fixation",1253
"AcanQuad_1",1.06345507434546,0.127688665310252,0.484873972637655,0.0778641260916331,2.19326079426452,1.63989081647156,0.0643681802542354,0.145035146687295,0.2775,0.1743,2.6892,1,7,"20","AcanQuad","F",529804,"F","F1","Tetraodontiform","glx","Carbon cycling","Carbohydrate degradation",104
"ArioFeli_2",1.63040063420675,-0.0141491643471457,0.60321866065095,0.10100514735068,2.70283520812725,-0.140083596908396,0.0305135978593932,0.892539502772368,0.0028,-0.1397,0.0196,1,7,"16","ArioFeli","F",529804,"F","F2","Siluriform","glx","Carbon cycling","Carbohydrate degradation",104
"ChaeFabe_1",1.51787958546982,0.000147551368165185,0.711640235157887,0.110100128735167,2.13293109422496,0.00134015618201594,0.0703649828802202,0.998968103007298,0,-0.1429,0,1,7,"8","ChaeFabe","F",529804,"F","F3","Perciform","glx","Carbon cycling","Carbohydrate degradation",104
"ChilShoe_1",1.83586607453546,0.0112156272214225,0.612067652451467,0.0982896908403571,2.99944959872068,0.114107869559169,0.0199576590137515,0.912356190809432,0.0019,-0.1407,0.013,1,7,"13","ChilShoe","F",529810,"F","F4","Tetraodontiform","glx","Carbon cycling","Carbohydrate degradation",104
"ChilShoe_2",0.943048872874253,0.150439445185347,0.847633900906466,0.136608572487369,1.11256625279587,1.10124454451244,0.298206132555708,0.302817413428798,0.1316,0.0231,1.2127,1,8,"14","ChilShoe","F",529810,"F","F5","Tetraodontiform","glx","Carbon cycling","Carbohydrate degradation",104
"GimnMicr_1",1.23993979546418,0.0189017506114482,0.679563669305194,0.103035177637514,1.82461166108531,0.183449488270366,0.117864834817011,0.860487735449977,0.0056,-0.1602,0.0337,1,6,"18","GimnMicr","F",529810,"F","F6","Rajiform","glx","Carbon cycling","Carbohydrate degradation",104
"GimnMicr_2",1.96457229465278,-0.0115757413039288,0.868713708661947,0.139503536106139,2.26147265211084,-0.0829781210357391,0.0582048309462986,0.936191936062565,0.001,-0.1417,0.0069,1,7,"19","GimnMicr","F",529810,"F","F7","Rajiform","glx","Carbon cycling","Carbohydrate degradation",104
"HaemBona",0.837821806770788,0.151669957994811,0.866199145825345,0.139600632625046,0.967239243779768,1.08645609366386,0.361751534421522,0.308925834444507,0.1286,0.0196,1.1804,1,8,"7","HaemBona","F",529810,"F","F8","Perciform","glx","Carbon cycling","Carbohydrate degradation",104
"OpsaBeta_1",1.14364440587017,0.0785266488286328,0.549239509288465,0.0885179618669353,2.08223258984365,0.887126716119809,0.0708687957627431,0.400893062923944,0.0896,-0.0242,0.787,1,8,"22","OpsaBeta","F",529804,"F","F9","Batrachoidiform","glx","Carbon cycling","Carbohydrate degradation",104
"OrthChry_2",1.34979115204532,0.0279770801196305,0.51160983233862,0.0824533903039269,2.63832136664632,0.339307820048463,0.0297908490592506,0.743113234406223,0.0142,-0.109,0.1151,1,8,"39","OrthChry","F",529804,"F","F10","Perciform","glx","Carbon cycling","Carbohydrate degradation",104
"PrioPunc_1",2.03782759946275,-0.000314411410810587,0.54553252428747,0.0879205271387154,3.73548323653918,-0.00357608650724453,0.00574241668704848,0.997234268329287,0,-0.125,0,1,8,"35","PrioPunc","F",529810,"F","F11","Scorpaeniform","glx","Carbon cycling","Carbohydrate degradation",104
"Sdmt_A",2.00242065774313,-0.107321703485115,0.590312570796984,0.0907278874264837,3.3921362288451,-1.18289653302109,0.0115657108767204,0.27546418054567,0.1666,0.0475,1.3992,1,7,"Sa","Sdmt","A",529810,"S","Sdmt",NA,"glx","Carbon cycling","Carbohydrate degradation",104
"Sdmt_B",1.04546154001661,0.0132627512664129,0.381156060912301,0.0614288613521178,2.74287003993663,0.215904234174051,0.0253365774199533,0.834465627301006,0.0058,-0.1185,0.0466,1,8,"Sb","Sdmt","B",529810,"S","Sdmt",NA,"glx","Carbon cycling","Carbohydrate degradation",104
"Sdmt_C",2.10171548853898,-0.125020016337652,0.651469014867768,0.104993738506288,3.22611734491406,-1.19073782985796,0.0121273911882083,0.267886472077583,0.1505,0.0444,1.4179,1,8,"Sc","Sdmt","C",529804,"S","Sdmt",NA,"glx","Carbon cycling","Carbohydrate degradation",104
"SphoSpen_1",1.74555157055049,-0.0118398830851059,0.428060739038663,0.0689882347030061,4.0778128227098,-0.171621771974258,0.00354485827937468,0.867996659319746,0.0037,-0.1209,0.0295,1,8,"21","SphoSpen","F",529804,"F","F12","Tetraodontiform","glx","Carbon cycling","Carbohydrate degradation",104
"SphoTest_1",2.66086198012733,-0.122997259907055,0.693069133528701,0.105082870838607,3.83924467474086,-1.17047867959338,0.00856644805479388,0.286189131243775,0.1859,0.0502,1.37,1,6,"10","SphoTest","F",529810,"F","F13","Tetraodontiform","glx","Carbon cycling","Carbohydrate degradation",104
"SphoTest_2",0.857126918331218,0.0852655040693567,0.401400505319254,0.0646915489915293,2.13534090508805,1.31803157288012,0.0652480952531131,0.223980563041495,0.1784,0.0757,1.7372,1,8,"11","SphoTest","F",529810,"F","F14","Tetraodontiform","glx","Carbon cycling","Carbohydrate degradation",104
"SphoTest_3",1.74281758284655,-0.0127727165105318,0.521932677124243,0.0841170673803918,3.33916165672777,-0.151844529395817,0.0102439131083174,0.88306902841508,0.0029,-0.1218,0.0231,1,8,"12","SphoTest","F",529810,"F","F15","Tetraodontiform","glx","Carbon cycling","Carbohydrate degradation",104
"SynoFoet_2",1.47711809716254,0.0182366932896485,0.526155163520791,0.0935002261916077,2.80738116733158,0.19504437617377,0.0262444522525786,0.850898595913726,0.0054,-0.1367,0.038,1,7,"43","SynoFoet","F",529804,"F","F16","Aulopiform","glx","Carbon cycling","Carbohydrate degradation",104
"SynoFoet_3",2.02745323845025,-0.0353981262644376,0.751199091801603,0.114556787534896,2.69895592337286,-0.309000688882401,0.0356254558454413,0.767769570432232,0.0157,-0.1484,0.0955,1,6,"44","SynoFoet","F",529804,"F","F17","Aulopiform","glx","Carbon cycling","Carbohydrate degradation",104
"UrobJama_1",2.54628062239047,-0.0528754222351579,0.607759826634628,0.0926825046673725,4.1896165406162,-0.570500575323488,0.00575170233223365,0.589049023090439,0.0515,-0.1066,0.3255,1,6,"29","UrobJama","F",529810,"F","F18","Rajiform","glx","Carbon cycling","Carbohydrate degradation",104
"Wtr_A",2.04979823876128,-0.126235044420858,0.551898981843777,0.0889465746783883,3.71408229802008,-1.41922322334836,0.00592151177717827,0.193600609300732,0.2011,0.1013,2.0142,1,8,"WA","Wtr","A",529804,"W","Wtr",NA,"glx","Carbon cycling","Carbohydrate degradation",104
"Wtr_B",1.50698973870445,-0.00625194608355844,0.598537158356553,0.0919919625811536,2.51778810666042,-0.0679618730608458,0.0399394780416656,0.947716512397828,7e-04,-0.1421,0.0046,1,7,"WB","Wtr","B",529804,"W","Wtr",NA,"glx","Carbon cycling","Carbohydrate degradation",104
"Wtr_C",1.21008886626254,0.0248909562032287,0.399717530122023,0.0644203129791665,3.02736001068837,0.386383658385491,0.0163750481776632,0.709286205450456,0.0183,-0.1044,0.1493,1,8,"WC","Wtr","C",529804,"W","Wtr",NA,"glx","Carbon cycling","Carbohydrate degradation",104
"AcanQuad_1",0.524645704420784,0.0485908183811327,0.264713298066945,0.0394611286017236,1.98193935949565,1.23135906404386,0.104319151767797,0.272942609717826,0.2327,0.0792,1.5162,1,5,"20","AcanQuad","F",529804,"F","F1","Tetraodontiform","groEL","Stress","Heat shock",129
"ArioFeli_2",0.297663966779122,0.0539705233723212,0.297644064564492,0.0464841932668518,1.00006686582062,1.16105109241097,0.350586483951727,0.28367916113549,0.1615,0.0417,1.348,1,7,"16","ArioFeli","F",529804,"F","F2","Siluriform","groEL","Stress","Heat shock",129
"ChaeFabe_1",0.273237420375266,0.110061280153411,0.41460182965328,0.0694630386940657,0.659035732195795,1.58445818413087,0.534332733026148,0.164181120519342,0.295,0.1775,2.5105,1,6,"8","ChaeFabe","F",529804,"F","F3","Perciform","groEL","Stress","Heat shock",129
"ChilShoe_1",0.757680889112024,0.0275564743043435,0.528774241168438,0.0836065485059718,1.43290052752526,0.329597080572883,0.211325123563962,0.755064119658873,0.0213,-0.1745,0.1086,1,5,"13","ChilShoe","F",529810,"F","F4","Tetraodontiform","groEL","Stress","Heat shock",129
"ChilShoe_2",1.07126032885278,-0.0158391200453131,0.336429714778961,0.0531942085631163,3.18420247021467,-0.297760235054903,0.0189748035709448,0.775927257868939,0.0146,-0.1497,0.0887,1,6,"14","ChilShoe","F",529810,"F","F5","Tetraodontiform","groEL","Stress","Heat shock",129
"GimnMicr_1",0.7628543015451,0.041880859263068,0.268125866915591,0.0449222269086778,2.84513504914934,0.932297041912179,0.0293684018076285,0.387161138910275,0.1265,-0.019,0.8692,1,6,"18","GimnMicr","F",529810,"F","F6","Rajiform","groEL","Stress","Heat shock",129
"GimnMicr_2",1.15323190038449,-0.0223646516913455,0.535168115790926,0.0824381511382921,2.15489650141083,-0.271290068767169,0.0837251829040042,0.797012085733957,0.0145,-0.1826,0.0736,1,5,"19","GimnMicr","F",529810,"F","F7","Rajiform","groEL","Stress","Heat shock",129
"HaemBona",0.646181419313283,0.0814263166722944,0.573944644349163,0.088411349517605,1.12586017776337,0.92099393478979,0.311343222055795,0.399311486708531,0.145,-0.026,0.8482,1,5,"7","HaemBona","F",529810,"F","F8","Perciform","groEL","Stress","Heat shock",129
"OpsaBeta_1",0.425678217626958,0.140466133509462,0.424249259118238,0.0736665242825435,1.00336820507758,1.90678377835111,0.372457345688112,0.129224045829936,0.4762,0.3452,3.6358,1,4,"22","OpsaBeta","F",529804,"F","F9","Batrachoidiform","groEL","Stress","Heat shock",129
"OrthChry_2",0.545018879724739,0.0522652311182363,0.392171845452047,0.0618973807665067,1.38974504683402,0.844385181909304,0.223308352449511,0.436979355435311,0.1248,-0.0502,0.713,1,5,"39","OrthChry","F",529804,"F","F10","Perciform","groEL","Stress","Heat shock",129
"PrioPunc_1",1.17455355002771,-0.000561007444371378,0.518831167044094,0.0789681202324238,2.26384539833917,-0.00710422690473303,0.0863126658111647,0.994671885844242,0,-0.25,1e-04,1,4,"35","PrioPunc","F",529810,"F","F11","Scorpaeniform","groEL","Stress","Heat shock",129
"Sdmt_A",1.35339937644689,-0.0954969934558662,0.34149486160469,0.0550368803155457,3.96316175911768,-1.73514546806339,0.00415856917621076,0.120933146008654,0.2734,0.1826,3.0107,1,8,"Sa","Sdmt","A",529810,"S","Sdmt",NA,"groEL","Stress","Heat shock",129
