"Sample","intercept","slope","sd_intercept","sd_Rank","tval_intercept","tval_Rank","pval_intercept","pval_Rank","rsquare","rsquare_adj","F_value","df_num","df_den","Biomol","Species","Site","Slide","Type","SdmWtr","Family","funct_trait","funct_category","funct_process","n"
"SynoFoet_2",0.453881167610166,0.149759825906642,0.628394219800403,0.189467986136914,0.722287305179753,0.790422851691798,0.522329452490329,0.48700126224621,0.1724,-0.1035,0.6248,1,3,"43","SynoFoet","F",529804,"F","F16","Aulopiform","Exochitinase","Carbon cycling","Glycan degradation",78
"SynoFoet_3",1.07380497617609,-0.000462815187187685,0.490215167616422,0.144556566500332,2.19047684998663,-0.00320161994983895,0.159878583607192,0.997736118624085,0,-0.5,0,1,2,"44","SynoFoet","F",529804,"F","F17","Aulopiform","Exochitinase","Carbon cycling","Glycan degradation",78
"UrobJama_1",1.55061940311922,-0.000160364293075844,1.14988595221512,0.419878983057684,1.34849843163328,-0.000381929792979928,0.309907981924739,0.999729934863295,0,-0.5,0,1,2,"29","UrobJama","F",529810,"F","F18","Rajiform","Exochitinase","Carbon cycling","Glycan degradation",78
"Wtr_A",1.50656264402875,-0.120617658709889,0.611073906742458,0.184245715258305,2.46543442193434,-0.65465651964165,0.0904300081501623,0.559402740742872,0.125,-0.1667,0.4286,1,3,"WA","Wtr","A",529804,"W","Wtr",NA,"Exochitinase","Carbon cycling","Glycan degradation",78
"Wtr_B",0.79078529051663,0.0605109995448422,0.648880661551175,0.195644880734803,1.21869141334283,0.309289971286623,0.310052282798649,0.777337914707545,0.0309,-0.2921,0.0957,1,3,"WB","Wtr","B",529804,"W","Wtr",NA,"Exochitinase","Carbon cycling","Glycan degradation",78
"Wtr_C",0.898473909204881,0.0306762337309245,0.718607679103165,0.216668367550301,1.25029822994125,0.141581505771961,0.299834698902578,0.896383543403965,0.0066,-0.3245,0.02,1,3,"WC","Wtr","C",529804,"W","Wtr",NA,"Exochitinase","Carbon cycling","Glycan degradation",78
"ArioFeli_2",1.89835785402773,-0.1227970895266,0.743249551676392,0.219172335620835,2.55413252486463,-0.560276410701017,0.125153060936509,0.631676746230387,0.1357,-0.2965,0.3139,1,2,"16","ArioFeli","F",529804,"F","F2","Siluriform","fcbA","Organic Remediation","Aromatic compound degradation",22
"OrthChry_2",2.80319071622438,-0.35059713330597,0.491798158367448,0.157501462288243,5.69988046626636,-2.22599287785877,0.0294280622729942,0.155939026538415,0.7124,0.5687,4.955,1,2,"39","OrthChry","F",529804,"F","F10","Perciform","fcbA","Organic Remediation","Aromatic compound degradation",22
"Sdmt_B",2.27051269637745,-0.152541540796861,1.26794116690927,0.406066156381299,1.7907082407554,-0.375656868713834,0.215223077255925,0.743273308229495,0.0659,-0.4011,0.1411,1,2,"Sb","Sdmt","B",529810,"S","Sdmt",NA,"fcbA","Organic Remediation","Aromatic compound degradation",22
"SphoTest_2",2.45534943938323,-0.100128078809287,0.715996632041882,0.261445004311377,3.42927512435505,-0.382979506810679,0.0755269603945949,0.738607839746717,0.0683,-0.3975,0.1467,1,2,"11","SphoTest","F",529810,"F","F14","Tetraodontiform","fcbA","Organic Remediation","Aromatic compound degradation",22
"SynoFoet_2",2.40909362553208,-0.269029343232405,0.517730238902099,0.156101540459939,4.65318315314326,-1.72342529381668,0.0187216570174238,0.183283199093597,0.4975,0.33,2.9702,1,3,"43","SynoFoet","F",529804,"F","F16","Aulopiform","fcbA","Organic Remediation","Aromatic compound degradation",22
"SynoFoet_3",1.38451326587253,-0.000946137060559194,0.00228126961249474,0.000833001884342958,606.904707049712,-1.13581623084259,2.71492114339059e-06,0.373811713096817,0.3921,0.0882,1.2901,1,2,"44","SynoFoet","F",529804,"F","F17","Aulopiform","fcbA","Organic Remediation","Aromatic compound degradation",22
"Wtr_A",1.06944868771743,-0.000301529874115899,0.00179941068788228,0.000530617263494785,594.332741780066,-0.568262464982657,2.8309933120343e-06,0.627152156204734,0.139,-0.2915,0.3229,1,2,"WA","Wtr","A",529804,"W","Wtr",NA,"fcbA","Organic Remediation","Aromatic compound degradation",22
"Wtr_C",1.53868409262113,0.218719565691097,1.26127552067721,0.380288878122406,1.21994288115174,0.575140579369499,0.309640990096229,0.605498037325769,0.0993,-0.2009,0.3308,1,3,"WC","Wtr","C",529804,"W","Wtr",NA,"fcbA","Organic Remediation","Aromatic compound degradation",22
"AcanQuad_1",0.347212372591726,0.0989188539838763,0.55300870731339,0.166738398905271,0.627860588811598,0.593257789647332,0.574637622049357,0.594761788399834,0.105,-0.1933,0.352,1,3,"20","AcanQuad","F",529804,"F","F1","Tetraodontiform","fhs","Carbon cycling","Carbon fixation",123
"ArioFeli_2",0.504550751671757,0.0216429099466386,0.233500863466743,0.0704031593039266,2.16080893312679,0.307413902452976,0.119484635282195,0.778633591521488,0.0305,-0.2926,0.0945,1,3,"16","ArioFeli","F",529804,"F","F2","Siluriform","fhs","Carbon cycling","Carbon fixation",123
"ChaeFabe_1",-0.10205730882625,0.226319956516557,0.241982334941105,0.0658592497081067,-0.421755203127077,3.43641868863712,0.714212170625449,0.0752477947185696,0.8552,0.7827,11.809,1,2,"8","ChaeFabe","F",529804,"F","F3","Perciform","fhs","Carbon cycling","Carbon fixation",123
"ChilShoe_1",0.333518936333836,0.166460691938058,0.425542382356968,0.128305855879274,0.783750221274229,1.29737408162169,0.490370957932657,0.285258478322042,0.3594,0.1459,1.6832,1,3,"13","ChilShoe","F",529810,"F","F4","Tetraodontiform","fhs","Carbon cycling","Carbon fixation",123
"ChilShoe_2",0.224359945462809,0.149573296975206,0.777205649449934,0.211528585151195,0.288675134594813,0.707106781186548,0.8,0.552786404500042,0.2,-0.2,0.5,1,2,"14","ChilShoe","F",529810,"F","F5","Tetraodontiform","fhs","Carbon cycling","Carbon fixation",123
"GimnMicr_1",0.749507755149344,-0.0245749393779072,0.241496842759602,0.0728140377717325,3.10359235584475,-0.337502769108178,0.053146342671312,0.757972973539524,0.0366,-0.2846,0.1139,1,3,"18","GimnMicr","F",529810,"F","F6","Rajiform","fhs","Carbon cycling","Carbon fixation",123
"GimnMicr_2",0.78693862697515,-0.0315198786115242,0.313538705631001,0.0945354767119747,2.50986118409664,-0.333418518717129,0.0869481990681373,0.760762149359382,0.0357,-0.2857,0.1112,1,3,"19","GimnMicr","F",529810,"F","F7","Rajiform","fhs","Carbon cycling","Carbon fixation",123
"HaemBona",0.412679364724533,0.11750067371787,0.49029432498603,0.147829301165385,0.841697208582398,0.794840216327716,0.461759314253029,0.484781239995695,0.174,-0.1014,0.6318,1,3,"7","HaemBona","F",529810,"F","F8","Perciform","fhs","Carbon cycling","Carbon fixation",123
"OpsaBeta_1",0.493486318081035,0.0865685937311914,0.364320030145331,0.10984662214573,1.35454072586725,0.788086078935987,0.268550782819328,0.488179113287898,0.1715,-0.1046,0.6211,1,3,"22","OpsaBeta","F",529804,"F","F9","Batrachoidiform","fhs","Carbon cycling","Carbon fixation",123
"OrthChry_2",0.569993103811376,0.0437662271712669,0.502704374262291,0.151571071808947,1.13385347928955,0.288750529035208,0.339268437515881,0.791574981056485,0.027,-0.2973,0.0834,1,3,"39","OrthChry","F",529804,"F","F10","Perciform","fhs","Carbon cycling","Carbon fixation",123
"PrioPunc_1",0.615715280759038,-0.000348651329084233,0.00133523696186624,0.00040258909170222,461.128098115603,-0.866022791651089,2.24904753786157e-08,0.450186084676971,0.2,-0.0667,0.75,1,3,"35","PrioPunc","F",529810,"F","F11","Scorpaeniform","fhs","Carbon cycling","Carbon fixation",123
"Sdmt_A",0.391055244415527,-0.000104239632062943,0.117689024011316,0.0354845758716966,3.32278432675189,-0.00293760400123838,0.0449605271147085,0.99784055618218,0,-0.3333,0,1,3,"Sa","Sdmt","A",529810,"S","Sdmt",NA,"fhs","Carbon cycling","Carbon fixation",123
"Sdmt_B",0.510966416465972,-0.0190781012044878,0.119284988268996,0.0359657772009278,4.2835768681446,-0.530451520563711,0.0233770935473651,0.632554902354729,0.0858,-0.219,0.2814,1,3,"Sb","Sdmt","B",529810,"S","Sdmt",NA,"fhs","Carbon cycling","Carbon fixation",123
"Sdmt_C",0.327571774725949,0.0192339878126279,0.283021679927927,0.0853342472597266,1.15740877097955,0.225395880672465,0.330888594745661,0.836152834420949,0.0167,-0.3111,0.0508,1,3,"Sc","Sdmt","C",529804,"S","Sdmt",NA,"fhs","Carbon cycling","Carbon fixation",123
"SphoSpen_1",0.0791372988312063,0.183963585800627,0.399300276144281,0.120393563150534,0.198189942655114,1.52801845037685,0.85556643459157,0.223965101899952,0.4377,0.2502,2.3348,1,3,"21","SphoSpen","F",529804,"F","F12","Tetraodontiform","fhs","Carbon cycling","Carbon fixation",123
"SphoTest_1",1.10321374164004,-0.0849850710482795,0.180364259774385,0.054381870478348,6.11658730515699,-1.56274637670133,0.00878326189177745,0.216050861784644,0.4487,0.265,2.4422,1,3,"10","SphoTest","F",529810,"F","F13","Tetraodontiform","fhs","Carbon cycling","Carbon fixation",123
"SphoTest_2",0.859395324011346,-0.0528544759804424,0.185522178922753,0.0559370416159956,4.63230503760512,-0.944892229790864,0.0189507471218525,0.41442248333421,0.2294,-0.0275,0.8928,1,3,"11","SphoTest","F",529810,"F","F14","Tetraodontiform","fhs","Carbon cycling","Carbon fixation",123
"SphoTest_3",0.651057162466875,0.0281757417852857,0.386994574591148,0.116683254529277,1.68234183426138,0.241472025261484,0.191092694189331,0.824753208000707,0.0191,-0.3079,0.0583,1,3,"12","SphoTest","F",529810,"F","F15","Tetraodontiform","fhs","Carbon cycling","Carbon fixation",123
"SynoFoet_2",0.671004635997048,-0.000845662230394376,0.318389046715537,0.0959979095740339,2.10749912071113,-0.00880917338874133,0.125665452911182,0.993524442556935,0,-0.3333,1e-04,1,3,"43","SynoFoet","F",529804,"F","F16","Aulopiform","fhs","Carbon cycling","Carbon fixation",123
"SynoFoet_3",0.0250125668564003,0.172848920508456,0.205743567127147,0.0620340195627315,0.121571562142416,2.78635693328986,0.910924334697498,0.0686264928992715,0.7213,0.6284,7.7638,1,3,"44","SynoFoet","F",529804,"F","F17","Aulopiform","fhs","Carbon cycling","Carbon fixation",123
"UrobJama_1",0.618794178009918,0.0559444797255888,0.59968980566268,0.180813279634932,1.0318570903938,0.309404706548891,0.378038101660157,0.777258706102676,0.0309,-0.2921,0.0957,1,3,"29","UrobJama","F",529810,"F","F18","Rajiform","fhs","Carbon cycling","Carbon fixation",123
"Wtr_A",0.325375374943297,0.0571403357129263,0.558282170908705,0.151945161246622,0.582815271377358,0.376058936290718,0.618975166595142,0.743016669526616,0.066,-0.4009,0.1414,1,2,"WA","Wtr","A",529804,"W","Wtr",NA,"fhs","Carbon cycling","Carbon fixation",123
"Wtr_B",0.385725269936981,0.0382907773139832,0.447571422717403,0.134947861458107,0.86181836095583,0.283744973060356,0.452167979197066,0.79506153265184,0.0261,-0.2985,0.0805,1,3,"WB","Wtr","B",529804,"W","Wtr",NA,"fhs","Carbon cycling","Carbon fixation",123
"Wtr_C",0.706122996683825,-0.0195533179781037,0.495315497062603,0.134807803277377,1.42560247129635,-0.145045891281763,0.290063119368561,0.897972285547024,0.0104,-0.4844,0.021,1,2,"WC","Wtr","C",529804,"W","Wtr",NA,"fhs","Carbon cycling","Carbon fixation",123
"AcanQuad_1",0.755288154942899,0.0379417873812654,0.111299506590127,0.0335580638828309,6.78608718117981,1.13063100164957,0.0065412760785907,0.340431208825138,0.2988,0.0651,1.2783,1,3,"20","AcanQuad","F",529804,"F","F1","Tetraodontiform","fnr","Stress","Oxygen stress",1914
"ArioFeli_2",0.775818126084111,0.044534794138165,0.158698448846046,0.0478493826939769,4.888630807203,0.930728708100364,0.0163708753527809,0.420648577268209,0.2241,-0.0346,0.8663,1,3,"16","ArioFeli","F",529804,"F","F2","Siluriform","fnr","Stress","Oxygen stress",1914
"ChaeFabe_1",0.85633535334249,0.00606401307554983,0.0771755760175117,0.0232693116936034,11.095937309858,0.260601308512997,0.00156828029031483,0.811264087894017,0.0221,-0.3038,0.0679,1,3,"8","ChaeFabe","F",529804,"F","F3","Perciform","fnr","Stress","Oxygen stress",1914
"ChilShoe_1",0.874654234122466,0.0177065965077863,0.138158599890534,0.0416563852179761,6.33079833477956,0.425063202559047,0.00796891377954112,0.699436429793703,0.0568,-0.2576,0.1807,1,3,"13","ChilShoe","F",529810,"F","F4","Tetraodontiform","fnr","Stress","Oxygen stress",1914
"ChilShoe_2",1.02128318957404,-0.0360452890437899,0.228918330656949,0.0690214736748737,4.46134298919257,-0.522232967867095,0.0209707020649795,0.637618091400601,0.0833,-0.2222,0.2727,1,3,"14","ChilShoe","F",529810,"F","F5","Tetraodontiform","fnr","Stress","Oxygen stress",1914
"GimnMicr_1",0.705372449428538,0.0553976168292308,0.180781108384541,0.0545075550632814,3.90180398677573,1.01632914492158,0.0298850131280021,0.384305147614249,0.2561,0.0082,1.0329,1,3,"18","GimnMicr","F",529810,"F","F6","Rajiform","fnr","Stress","Oxygen stress",1914
"GimnMicr_2",0.950996562674472,-0.0204129519597867,0.12058297822319,0.0363571358972651,7.88665677931965,-0.561456546452611,0.00424824884353679,0.613696894715114,0.0951,-0.2066,0.3152,1,3,"19","GimnMicr","F",529810,"F","F7","Rajiform","fnr","Stress","Oxygen stress",1914
"HaemBona",0.923174355494513,-0.0137873151280169,0.0937870541029456,0.0282778607865666,9.84330262128916,-0.487565704919467,0.00222916804698478,0.659265995677985,0.0734,-0.2354,0.2377,1,3,"7","HaemBona","F",529810,"F","F8","Perciform","fnr","Stress","Oxygen stress",1914
"OpsaBeta_1",0.831266794155859,0.0108380810491052,0.034786039940117,0.0104883856748805,23.8965629771845,1.03334120093069,0.000160595469933786,0.377444263953499,0.2625,0.0167,1.0678,1,3,"22","OpsaBeta","F",529804,"F","F9","Batrachoidiform","fnr","Stress","Oxygen stress",1914
"OrthChry_2",0.838524436571121,0.01819264736057,0.11558618672255,0.0348505465733326,7.25453845608637,0.52201899681226,0.00540385697714689,0.637750268753755,0.0833,-0.2223,0.2725,1,3,"39","OrthChry","F",529804,"F","F10","Perciform","fnr","Stress","Oxygen stress",1914
"PrioPunc_1",0.740175979391497,0.0390187529123396,0.0998084457205614,0.0300933786694232,7.41596539298693,1.29658930427726,0.00507277441789802,0.285495313214928,0.3591,0.1455,1.6811,1,3,"35","PrioPunc","F",529810,"F","F11","Scorpaeniform","fnr","Stress","Oxygen stress",1914
"Sdmt_A",0.843268148708742,0.0415871835203996,0.064425346999838,0.0194249729988101,13.0890742227723,2.14091332445852,0.000963147244541674,0.121747936501399,0.6044,0.4725,4.5835,1,3,"Sa","Sdmt","A",529810,"S","Sdmt",NA,"fnr","Stress","Oxygen stress",1914
"Sdmt_B",0.935797017930454,0.00313997308135034,0.146647778122938,0.0442159687611887,6.38125602657242,0.0710144585615527,0.00779166723640506,0.947855317190902,0.0017,-0.3311,0.005,1,3,"Sb","Sdmt","B",529810,"S","Sdmt",NA,"fnr","Stress","Oxygen stress",1914
"Sdmt_C",0.863895372018124,0.0183356051812212,0.033593841522469,0.010128924326972,25.7158851999797,1.81022234832932,0.000128975480425422,0.167953236604751,0.5221,0.3627,3.2769,1,3,"Sc","Sdmt","C",529804,"S","Sdmt",NA,"fnr","Stress","Oxygen stress",1914
"SphoSpen_1",0.869053426896431,-9.67524609113848e-05,0.209205277749352,0.0630777645869718,4.15407028085419,-0.00153386001461707,0.0253589049468249,0.99887245212606,0,-0.3333,0,1,3,"21","SphoSpen","F",529804,"F","F12","Tetraodontiform","fnr","Stress","Oxygen stress",1914
"SphoTest_1",0.823648002068945,0.0197763683348829,0.114463074669865,0.0345119155482159,7.19575290498282,0.57303015554885,0.00553148988383555,0.606757497085214,0.0987,-0.2018,0.3284,1,3,"10","SphoTest","F",529810,"F","F13","Tetraodontiform","fnr","Stress","Oxygen stress",1914
"SphoTest_2",0.954998305093304,-0.0127728905562772,0.0505806195918741,0.0152506306227223,18.880715831459,-0.83753195997328,0.000324374625179991,0.463766870179802,0.1895,-0.0807,0.7015,1,3,"11","SphoTest","F",529810,"F","F14","Tetraodontiform","fnr","Stress","Oxygen stress",1914
"SphoTest_3",0.642444279923077,0.0634150971954647,0.138931273759035,0.041889355154988,4.62418764717686,1.51387141102633,0.0190407993212809,0.227280514757895,0.4331,0.2441,2.2918,1,3,"12","SphoTest","F",529810,"F","F15","Tetraodontiform","fnr","Stress","Oxygen stress",1914
"SynoFoet_2",0.946217301518694,-0.0220665233435868,0.0898910015282128,0.0271031567362133,10.5262738809481,-0.81416801586448,0.00183110570844579,0.475168452650726,0.181,-0.092,0.6629,1,3,"43","SynoFoet","F",529804,"F","F16","Aulopiform","fnr","Stress","Oxygen stress",1914
"SynoFoet_3",0.596638613762212,0.0647829567855814,0.100829016097039,0.0304010922158711,5.91733051513666,2.13094175451239,0.009641646279137,0.12290155781616,0.6022,0.4696,4.5409,1,3,"44","SynoFoet","F",529804,"F","F17","Aulopiform","fnr","Stress","Oxygen stress",1914
"UrobJama_1",0.755036680572355,0.0322930381850979,0.0749841267133869,0.0226085648673427,10.0692868433121,1.42835418234548,0.00208576554544041,0.248503147195253,0.4048,0.2064,2.0402,1,3,"29","UrobJama","F",529810,"F","F18","Rajiform","fnr","Stress","Oxygen stress",1914
"Wtr_A",0.85737993803542,0.0267424976115409,0.102902021688838,0.0310261269191718,8.33200285051757,0.861934771336739,0.00362366344190097,0.452113001920097,0.1985,-0.0687,0.7429,1,3,"WA","Wtr","A",529804,"W","Wtr",NA,"fnr","Stress","Oxygen stress",1914
"Wtr_B",0.825135316768537,0.0320021858998189,0.0566108844809504,0.0170688238975878,14.5755595294788,1.87489109336593,0.000700300264549587,0.157489020714801,0.5395,0.3861,3.5152,1,3,"WB","Wtr","B",529804,"W","Wtr",NA,"fnr","Stress","Oxygen stress",1914
"Wtr_C",0.87339793789488,0.0132836672023904,0.108417760043576,0.0326891846068479,8.05585669307169,0.406362757656785,0.0039953413811955,0.711726332483037,0.0522,-0.2638,0.1651,1,3,"WC","Wtr","C",529804,"W","Wtr",NA,"fnr","Stress","Oxygen stress",1914
"AcanQuad_1",1.20460365476894,0.150106976760855,1.00816435609469,0.303972990561484,1.19484848624802,0.493816823934206,0.31799579977783,0.655328222080026,0.0752,-0.2331,0.2439,1,3,"20","AcanQuad","F",529804,"F","F1","Tetraodontiform","gcdB","Organic Remediation","Aromatic compound degradation",81
"ArioFeli_2",0.467205316361453,0.199123409943183,0.674728889367497,0.203438414658655,0.692434137212385,0.978789626714739,0.53844906425553,0.399865973123035,0.242,-0.0106,0.958,1,3,"16","ArioFeli","F",529804,"F","F2","Siluriform","gcdB","Organic Remediation","Aromatic compound degradation",81
"ChaeFabe_1",0.152722919819701,0.304908383437802,0.669279193227659,0.201795269447992,0.228190150485899,1.51097884639156,0.834167416643348,0.227965034584613,0.4321,0.2429,2.2831,1,3,"8","ChaeFabe","F",529804,"F","F3","Perciform","gcdB","Organic Remediation","Aromatic compound degradation",81
"ChilShoe_1",0.970195812746864,0.126063416278842,0.949669134682165,0.286336017702021,1.02161455744434,0.440263915418534,0.382160908458679,0.689536444806537,0.0607,-0.2524,0.1938,1,3,"13","ChilShoe","F",529810,"F","F4","Tetraodontiform","gcdB","Organic Remediation","Aromatic compound degradation",81
"ChilShoe_2",0.340694731999081,0.34069473199908,0.947887244937143,0.28579875772911,0.359425378723894,1.19207912135854,0.743087272800118,0.318931791912775,0.3214,0.0952,1.4211,1,3,"14","ChilShoe","F",529810,"F","F5","Tetraodontiform","gcdB","Organic Remediation","Aromatic compound degradation",81
"GimnMicr_1",0.295037643995504,0.218675457082454,1.02633263318596,0.309450932215937,0.287467858329363,0.706656320330169,0.79246778921262,0.530721098889018,0.1427,-0.1431,0.4994,1,3,"18","GimnMicr","F",529810,"F","F6","Rajiform","gcdB","Organic Remediation","Aromatic compound degradation",81
"GimnMicr_2",0.908520218704363,0.14309169109617,0.399112858018541,0.120337054459444,2.27634915901947,1.18909085600391,0.107295356758207,0.319944908979608,0.3203,0.0938,1.4139,1,3,"19","GimnMicr","F",529810,"F","F7","Rajiform","gcdB","Organic Remediation","Aromatic compound degradation",81
"HaemBona",1.52395420367494,-0.00111949330393597,0.618098191956384,0.186363616937854,2.4655535698161,-0.00600703786678107,0.0904204442559978,0.995584230673178,0,-0.3333,0,1,3,"7","HaemBona","F",529810,"F","F8","Perciform","gcdB","Organic Remediation","Aromatic compound degradation",81
"OpsaBeta_1",0.529067387953292,0.263429333346905,0.16635069907159,0.050156622948526,3.18043381185675,5.25213457088714,0.0500773313434438,0.0134431615999343,0.9019,0.8692,27.5849,1,3,"22","OpsaBeta","F",529804,"F","F9","Batrachoidiform","gcdB","Organic Remediation","Aromatic compound degradation",81
"OrthChry_2",0.43301570709745,0.232879279879273,0.580294354709542,0.17496533113936,0.746200102729226,1.33100242409615,0.509698609920711,0.275301439007761,0.3713,0.1617,1.7716,1,3,"39","OrthChry","F",529804,"F","F10","Perciform","gcdB","Organic Remediation","Aromatic compound degradation",81
"PrioPunc_1",0.281338709481955,0.372560852240334,0.873737691693164,0.263441826230677,0.321994475180263,1.41420539620048,0.76858954850062,0.252217657444011,0.4,0.2,2,1,3,"35","PrioPunc","F",529810,"F","F11","Scorpaeniform","gcdB","Organic Remediation","Aromatic compound degradation",81
"Sdmt_A",1.25331325679789,-0.132066571968029,0.253016071128048,0.076287215805601,4.95349268214511,-1.73117567043694,0.0157915075387953,0.181851024567151,0.4997,0.333,2.997,1,3,"Sa","Sdmt","A",529810,"S","Sdmt",NA,"gcdB","Organic Remediation","Aromatic compound degradation",81
"Sdmt_B",0.836739754622971,0.0850598017972362,0.650487822350263,0.196129457948289,1.28632654735913,0.433692127062641,0.288611486514325,0.693806514859394,0.059,-0.2547,0.1881,1,3,"Sb","Sdmt","B",529810,"S","Sdmt",NA,"gcdB","Organic Remediation","Aromatic compound degradation",81
"Sdmt_C",0.380844598870003,0.204680808691969,0.268863358129802,0.0810653526174094,1.41649870595657,2.52488642907614,0.251611541960936,0.0858079799330549,0.68,0.5733,6.3751,1,3,"Sc","Sdmt","C",529804,"S","Sdmt",NA,"gcdB","Organic Remediation","Aromatic compound degradation",81
"SphoSpen_1",0.519713721730617,0.199567783482952,0.502191501671344,0.151416434904453,1.03489151051134,1.3180060910091,0.376824893601737,0.279105440551935,0.3667,0.1556,1.7371,1,3,"21","SphoSpen","F",529804,"F","F12","Tetraodontiform","gcdB","Organic Remediation","Aromatic compound degradation",81
"SphoTest_1",0.472591654479572,0.300284093358243,0.357545186283492,0.107803929863643,1.32176763276254,2.78546518422901,0.277998774753207,0.0686774383216547,0.7212,0.6282,7.7588,1,3,"10","SphoTest","F",529810,"F","F13","Tetraodontiform","gcdB","Organic Remediation","Aromatic compound degradation",81
"SphoTest_2",0.133319250072931,0.292424601038085,0.52537928685774,0.158407815193784,0.253758100876615,1.84602382578382,0.816079865217289,0.162063885608003,0.5318,0.3758,3.4078,1,3,"11","SphoTest","F",529810,"F","F14","Tetraodontiform","gcdB","Organic Remediation","Aromatic compound degradation",81
"SphoTest_3",0.903026456974331,0.214645020585203,1.34556351459709,0.405702664500951,0.671113958708019,0.52906978279089,0.550198598979677,0.633404275993301,0.0853,-0.2195,0.2799,1,3,"12","SphoTest","F",529810,"F","F15","Tetraodontiform","gcdB","Organic Remediation","Aromatic compound degradation",81
"SynoFoet_2",1.65970624327153,-0.0347687495935672,0.355640416854562,0.0967930614671537,4.66680997044906,-0.359207045076943,0.0429772303705723,0.753819309342403,0.0606,-0.4091,0.129,1,2,"43","SynoFoet","F",529804,"F","F16","Aulopiform","gcdB","Organic Remediation","Aromatic compound degradation",81
"SynoFoet_3",1.53892462655526,-0.0376732070683979,1.28601733355346,0.350009585286731,1.19665931897121,-0.107634786737442,0.354052387639982,0.924110195557831,0.0058,-0.4914,0.0116,1,2,"44","SynoFoet","F",529804,"F","F17","Aulopiform","gcdB","Organic Remediation","Aromatic compound degradation",81
"UrobJama_1",-0.084466068419473,0.426133066454433,0.993069512885339,0.299421724089243,-0.0850555447765776,1.42318687046042,0.93757552784531,0.249852837571984,0.403,0.2041,2.0255,1,3,"29","UrobJama","F",529810,"F","F18","Rajiform","gcdB","Organic Remediation","Aromatic compound degradation",81
"Wtr_A",0.957661196587898,-0.0872404085632054,0.363746695306824,0.109673755187679,2.63276947651745,-0.795453829532105,0.0781390921357839,0.484473536003192,0.1742,-0.1011,0.6327,1,3,"WA","Wtr","A",529804,"W","Wtr",NA,"gcdB","Organic Remediation","Aromatic compound degradation",81
"Wtr_B",0.995594189844601,-0.00018689546069913,0.736440395074166,0.222045133720191,1.35190056996308,-0.000841700322667937,0.269299142831085,0.999381261818514,0,-0.3333,0,1,3,"WB","Wtr","B",529804,"W","Wtr",NA,"gcdB","Organic Remediation","Aromatic compound degradation",81
"Wtr_C",0.32907775606981,0.267745844508494,0.29591513705147,0.089221770853302,1.11206800486375,3.00090260423905,0.347206854089759,0.0576274350145503,0.7501,0.6668,9.0054,1,3,"WC","Wtr","C",529804,"W","Wtr",NA,"gcdB","Organic Remediation","Aromatic compound degradation",81
"ArioFeli_2",1.33060064671228,-0.307415512444371,0.333340409392528,0.12171870770153,3.99171720325517,-2.52562254602796,0.0574084780683354,0.127474093047778,0.7613,0.642,6.3788,1,2,"16","ArioFeli","F",529804,"F","F2","Siluriform","gdh","Nitrogen","Ammonia assimilation",132
"ChaeFabe_1",0.538587262553635,-0.0234831065790943,0.430694690750269,0.127004935419496,1.25050824660833,-0.184899165544471,0.337582689615051,0.870359875615952,0.0168,-0.4748,0.0342,1,2,"8","ChaeFabe","F",529804,"F","F3","Perciform","gdh","Nitrogen","Ammonia assimilation",132
"ChilShoe_1",0.000595359900099457,0.154886375733314,0.244477055338558,0.089270398667578,0.00243523834690739,1.7350250255975,0.998278029004082,0.224872107769937,0.6008,0.4012,3.0103,1,2,"13","ChilShoe","F",529810,"F","F4","Tetraodontiform","gdh","Nitrogen","Ammonia assimilation",132
"GimnMicr_1",0.652634109001944,-0.067698520283838,0.179660505218443,0.0529789926663688,3.63259642517663,-1.27783706100575,0.0681285974069211,0.329574233234925,0.4495,0.1742,1.6329,1,2,"18","GimnMicr","F",529810,"F","F6","Rajiform","gdh","Nitrogen","Ammonia assimilation",132
"GimnMicr_2",0.352483960456027,0.0584013565891714,0.274804957090256,0.0828568121089177,1.28266958568822,0.704846772434366,0.28973045750407,0.531699464763905,0.1421,-0.1439,0.4968,1,3,"19","GimnMicr","F",529810,"F","F7","Rajiform","gdh","Nitrogen","Ammonia assimilation",132
"HaemBona",0.138167969921329,0.136809389325762,0.291302848425011,0.106368760765258,0.474310397815755,1.28618015610507,0.682019468418606,0.327175002074124,0.4527,0.179,1.6543,1,2,"7","HaemBona","F",529810,"F","F8","Perciform","gdh","Nitrogen","Ammonia assimilation",132
"OpsaBeta_1",0.972248065294264,-0.162096529893745,0.292389150048347,0.0881586457710265,3.32518516892129,-1.8386912420905,0.0448800499533078,0.163250383266548,0.5298,0.3731,3.3808,1,3,"22","OpsaBeta","F",529804,"F","F9","Batrachoidiform","gdh","Nitrogen","Ammonia assimilation",132
"OrthChry_2",0.414707715481993,0.0349396495070573,0.132242505548044,0.0423514965359346,3.13596383979074,0.824992086818268,0.0884083801550988,0.496113400483347,0.2539,-0.1191,0.6806,1,2,"39","OrthChry","F",529804,"F","F10","Perciform","gdh","Nitrogen","Ammonia assimilation",132
"PrioPunc_1",0.745073916097983,-0.0574382609963659,0.590558875050013,0.178060200468661,1.26164206072576,-0.322577762156767,0.296252871900993,0.768188988396455,0.0335,-0.2886,0.1041,1,3,"35","PrioPunc","F",529810,"F","F11","Scorpaeniform","gdh","Nitrogen","Ammonia assimilation",132
